"No.","Time","Source address","Transmitter address","Receiver address","Destination address","Protocol","Length","Sequence number","Data Length","Duration","Duration","Starting Sequence Number","Info"
"3129","56.071351","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","338","88","112","47\302\265s","","QoS Data, SN=338, FN=0, Flags=.p....F.C"
"3188","58.092163","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","259","2030","173","48","54\302\265s","","QoS Data, SN=2030, FN=0, Flags=.p.....TC"
"3195","58.210194","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","339","173","112","54\302\265s","","QoS Data, SN=339, FN=0, Flags=.p....F.C"
"3219","58.229334","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","174","2032","88","48","47\302\265s","","QoS Data, SN=2032, FN=0, Flags=.p.....TC"
"3222","58.229993","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","340","88","112","47\302\265s","","QoS Data, SN=340, FN=0, Flags=.p....F.C"
"3352","60.244681","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","259","2054","173","48","54\302\265s","","QoS Data, SN=2054, FN=0, Flags=.p.....TC"
"3361","60.369976","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","341","173","112","54\302\265s","","QoS Data, SN=341, FN=0, Flags=.p..R.F.C"
"3378","60.404684","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","170","2055","88","48","35\302\265s","","QoS Data, SN=2055, FN=0, Flags=.p.....TC"
"3381","60.412349","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","342","88","112","47\302\265s","","QoS Data, SN=342, FN=0, Flags=.p....F.C"
"3664","62.433206","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","259","2090","173","48","62\302\265s","","QoS Data, SN=2090, FN=0, Flags=.p.....TC"
"3675","62.509563","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","343","173","112","54\302\265s","","QoS Data, SN=343, FN=0, Flags=.p....F.C"
"3713","62.541908","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","174","2092","88","48","7\302\265s","","QoS Data, SN=2092, FN=0, Flags=.p.....TC"
"3718","62.542996","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","174","344","88","112","47\302\265s","","QoS Data, SN=344, FN=0, Flags=.p....F.C"
"3902","63.231269","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","308","346","226","112","14\302\265s","","QoS Data, SN=346, FN=0, Flags=.p....F.C"
"3903","63.231325","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","332","347","246","112","18\302\265s","","QoS Data, SN=347, FN=0, Flags=.p....F.C"
"4055","64.556813","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","259","2101","173","48","54\302\265s","","QoS Data, SN=2101, FN=0, Flags=.p.....TC"
"4071","64.661929","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","802.11","259","348","173","112","54\302\265s","","QoS Data, SN=348, FN=0, Flags=.p....F.C"
"4107","64.691903","f8:ff:c2:53:b6:ab","f8:ff:c2:53:b6:ab","78:44:76:db:82:78","90:9c:4a:c8:5e:86","802.11","174","2102","88","48","47\302\265s","","QoS Data, SN=2102, FN=0, Flags=.p.....TC"
