"No.","Time","Source address","Transmitter address","Receiver address","Destination address","Protocol","Length","Sequence number","Data Length","Duration","Starting Sequence Number","Type/Subtype","Priority","Info"
"106082","43.298392","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","579","3835","493","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3835, FN=0, Flags=.p..R..TC"
"106118","43.302107","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","579","3835","493","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3835, FN=0, Flags=.p..R..TC"
"107386","43.489666","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3836","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3836, FN=0, Flags=.p.....TC"
"107428","43.495549","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3836","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3836, FN=0, Flags=.p..R..TC"
"107482","43.510378","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","259","3837","173","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3837, FN=0, Flags=.p.....TC"
"109928","43.925345","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","255","3838","173","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3838, FN=0, Flags=.p.....TC"
"109929","43.925403","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3839","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3839, FN=0, Flags=.p.....TC"
"110361","44.000088","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","291","3840","205","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3840, FN=0, Flags=.p.....TC"
"120866","46.338571","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3841","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3841, FN=0, Flags=.p.....TC"
"121034","46.376897","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","291","3842","205","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3842, FN=0, Flags=.p.....TC"
"128533","48.535064","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3843","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3843, FN=0, Flags=.p.....TC"
"128581","48.564014","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","287","3844","205","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3844, FN=0, Flags=.p.....TC"
"138682","52.972361","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3847","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3847, FN=0, Flags=.p.....TC"
"138695","52.976766","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","291","3848","205","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3848, FN=0, Flags=.p..R..TC"
"148014","55.332326","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3849","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3849, FN=0, Flags=.p.....TC"
"148040","55.334645","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","291","3850","205","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3850, FN=0, Flags=.p.....TC"
"150103","55.780125","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","182","3854","100","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3854, FN=0, Flags=.p.....TC"
"150104","55.780179","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3855","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3855, FN=0, Flags=.p.....TC"
"150118","55.781056","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","259","3856","173","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3856, FN=0, Flags=.p.....TC"
"150821","55.962109","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3857","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3857, FN=0, Flags=.p.....TC"
"150979","56.004127","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","259","3858","173","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3858, FN=0, Flags=.p.....TC"
"151733","56.181121","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","170","3859","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3859, FN=0, Flags=.p.....TC"
"151734","56.181176","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","802.11","174","3860","88","48","","QoS Data","Best Effort (Best Effort)","QoS Data, SN=3860, FN=0, Flags=.p.....TC"
